scode,sname,amccode
138301,DHFL Pramerica Insta Cash Plus Fund - Direct Plan - Weekly Dividend,58
138303,DHFL Pramerica Insta Cash Plus Fund - Direct Plan -Monthly Bonus,58
138287,DHFL Pramerica Insta Cash Plus Fund - Monthly Dividend,58
138284,DHFL Pramerica INSTA CASH PLUS FUND - Regular Plan BONUS OPTION,58
139603,DHFL Pramerica Insta Cash Plus Fund - Unclaimed Dividend Plan - Below 3 years,58
139604,DHFL Pramerica Insta Cash Plus Fund - Unclaimed Redemption Plan - Above 3 years,58
139605,DHFL Pramerica Insta Cash Plus Fund - Unclamied Dividend Plan - Above 3 years,58
139602,DHFL Pramerica Insta Cash Plus Fund - Unlcaimed Redemption Plan - Below 3 years,58
138289,DHFL Pramerica Insta Cash Plus Fund - Weekly Dividend,58
138288,DHFL Pramerica Insta Cash Plus Fund -Growth,58
138285,DHFL Pramerica Insta Cash Plus Fund-Daily Dividend,58
138280,DHFL Pramerica Insta Cash Plus Fund-DIVIDEND-Daily Dividend,58
138279,DHFL Pramerica Insta Cash Plus Fund-DIVIDEND-MONTHLY DIVIDEND,58
138278,DHFL Pramerica Insta Cash Plus Fund-DIVIDEND-WEEKLY DIVIDEND,58
138281,DHFL Pramerica Insta Cash Plus Fund-Growth-GROWTH,58
138283,DHFL Pramerica Insta Cash Plus Fund-Institutional Plan-Daily Dividend,58
138282,DHFL Pramerica Insta Cash Plus Fund-Institutional Plan-Growth,58
138304,DHFL Pramerica INSTA CASH PLUS FUND-Monthly Bonus Option,58
138294,DHFL Pramerica Insta CashPlus Fund - Quarterly Dividend Option,58
138311,DHFL Pramerica Large Cap Fund - BONUS OPTION,58
138314,DHFL Pramerica Large Cap Fund - Direct Plan - Bonus,58
138313,DHFL Pramerica Large Cap Fund - Direct Plan - Dividend,58
138312,DHFL Pramerica Large Cap Fund - Direct Plan - Growth,58
138307,DHFL Pramerica Large Cap Fund - Dividend,58
138308,DHFL Pramerica Large Cap Fund - Growth,58
138310,DHFL Pramerica Large Cap Fund Wealth Plan - Growth Option,58
138309,DHFL Pramerica Large Cap Fund Wealth Plan -Dividend Option,58
135600,DHFL Pramerica Long Term Equity Fund - Direct Plan - Dividend Option,58
135601,DHFL Pramerica Long Term Equity Fund - Direct Plan - Growth Option,58
135599,DHFL Pramerica Long Term Equity Fund - Regular Plan - Dividend Option,58
135598,DHFL Pramerica Long Term Equity Fund - Regular Plan - Growth Option,58
138450,DHFL Pramerica Low Duration Fund  -  Annual  Bonus,58
138437,DHFL Pramerica Low Duration Fund - ANNUAL DIV,58
138430,DHFL Pramerica Low Duration Fund - DAILY DIV,58
138452,DHFL Pramerica Low Duration Fund - Direct Dividend,58
138449,DHFL Pramerica Low Duration Fund - Direct Plan -  Annual  Bonus,58
138444,DHFL Pramerica Low Duration Fund - Direct Plan - Annual Dividend,58
138441,DHFL Pramerica Low Duration Fund - Direct Plan - Daily Dividend,58
138442,DHFL Pramerica Low Duration Fund - Direct Plan - Fortnightly Dividend,58
138443,DHFL Pramerica Low Duration Fund - Direct Plan - Growth,58
138447,DHFL Pramerica Low Duration Fund - Direct Plan - Monthly Bonus,58
138439,DHFL Pramerica Low Duration Fund - Direct Plan - Monthly Dividend,58
138445,DHFL Pramerica Low Duration Fund - Direct Plan - Quarterly Dividend,58
138446,DHFL Pramerica Low Duration Fund - Direct Plan - Weekly Dividend,58
138426,DHFL Pramerica Low Duration Fund - FORTNIGHTLY DIV,58
138423,DHFL Pramerica Low Duration Fund - GR,58
138448,DHFL Pramerica Low Duration Fund - Monthly Bonus Option,58
138436,DHFL Pramerica Low Duration Fund - QUARTERLY DIV,58
138435,DHFL Pramerica Low Duration Fund- Bonus Option,58
138438,DHFL Pramerica Low Duration Fund DIV OPTION,58
138429,DHFL Pramerica Low Duration Fund INSTITUTIONAL - MONTHLY DIV,58
138427,DHFL Pramerica Low Duration Fund INSTITUTIONAL -GR,58
138431,DHFL Pramerica Low Duration Fund INSTITUTIONAL -Weekly,58
138432,DHFL Pramerica Low Duration Fund INSTITUTIONAL-Daily,58
138424,DHFL Pramerica Low Duration Fund- MONTHLY DIV,58
138425,DHFL Pramerica Low Duration Fund- WEEKLY DIV,58
138696,DHFL Pramerica Medium Term Income Fund - Direct Plan - Annual Dividend,58
138697,DHFL Pramerica Medium Term Income Fund - Direct Plan - Monthly Dividend,58
138700,DHFL Pramerica Medium Term Income Fund - Regular Plan - Monthly Dividend,58
138695,DHFL Pramerica Medium Term Income Fund - Regular Plan - Quarterly Dividend,58
138692,DHFL Pramerica Medium Term Income Fund- Direct Plan - Regular Dividend,58
138693,DHFL Pramerica Medium Term Income Fund- Direct Plan- Growth,58
138691,DHFL Pramerica Medium Term Income Fund- Regular Plan - Regular Dividend,58
138694,DHFL Pramerica Medium Term Income Fund- Regular Plan- Growth,58
125301,DHFL Pramerica Midcap Opportunities Fund - Direct Plan - Dividend Option - Payout,58
125307,DHFL Pramerica Midcap Opportunities Fund - Direct Plan - Growth Option,58
125306,DHFL Pramerica Midcap Opportunities Fund - Regular Plan - Dividend Option - Payout,58
125305,DHFL Pramerica Midcap Opportunities Fund - Regular Plan - Growth Option,58
138336,DHFL Pramerica Premier Bond Fund - Annual Bonus,58
138317,DHFL Pramerica Premier Bond Fund - Annual Dividend,58
138324,DHFL Pramerica Premier Bond Fund - Bonus,58
138329,DHFL Pramerica Premier Bond Fund - Direct Plan - Annual Dividend,58
138330,DHFL Pramerica Premier Bond Fund - Direct Plan - Growth,58
138333,DHFL Pramerica Premier Bond Fund - Direct Plan - Half-Yearly Bonus,58
138331,DHFL Pramerica Premier Bond Fund - Direct Plan - Monthly Dividend,58
138332,DHFL Pramerica Premier Bond Fund - Direct Plan - Quarterly Dividend,58
138318,DHFL Pramerica Premier Bond Fund - Growth,58
138334,DHFL Pramerica Premier Bond Fund - Half-Yearly Bonus,58
138316,DHFL Pramerica Premier Bond Fund - Monthly Dividend,58
138323,DHFL Pramerica Premier Bond Fund - Premium Plus Plan - Growth,58
138315,DHFL Pramerica Premier Bond Fund - Quarterly Dividend,58
138277,DHFL Pramerica Short Maturity Fund - Annual Bonus,58
138266,DHFL Pramerica Short Maturity Fund - Annual Dividend,58
138264,DHFL Pramerica Short Maturity Fund - Bonus,58
138276,DHFL Pramerica Short Maturity Fund - Direct Plan - Annual Bonus,58
138270,DHFL Pramerica Short Maturity Fund - Direct Plan - Growth,58
138275,DHFL Pramerica Short Maturity Fund - Direct Plan - Half Yearly Bonus,58
138268,DHFL Pramerica Short Maturity Fund - Direct Plan - Monthly Dividend,58
138271,DHFL Pramerica Short Maturity Fund - Direct Plan - Quarterly Dividend,58
138272,DHFL Pramerica Short Maturity Fund - Direct Plan - Weekly Dividend,58
138256,DHFL Pramerica Short Maturity Fund - Growth,58
138274,DHFL Pramerica Short Maturity Fund - Half Yearly Bonus,58
138257,DHFL Pramerica Short Maturity Fund - Institutional Plan - Growth,58
138254,DHFL Pramerica Short Maturity Fund - Monthly Dividend,58
138262,DHFL Pramerica Short Maturity Fund - Premium Plus - Growth,58
138261,DHFL Pramerica Short Maturity Fund - Premium Plus - Quarterly Dividend,58
138260,DHFL Pramerica Short Maturity Fund - Premium Plus Plan - Monthly Dividend,58
138265,DHFL Pramerica Short Maturity Fund - Quarterly Dividend,58
138255,DHFL Pramerica Short Maturity Fund - Weekly Dividend,58
138521,DHFL Pramerica Short Term Floating Rate Fund - Annual Bonus,58
138500,DHFL Pramerica Short Term Floating Rate Fund - Annual Dividend,58
138496,DHFL Pramerica Short Term Floating Rate Fund - Bonus,58
138484,DHFL Pramerica Short Term Floating Rate Fund - Daily Dividend,58
138518,DHFL Pramerica Short Term Floating Rate Fund - Direct Plan -  Quarterly Bonus,58
138522,DHFL Pramerica Short Term Floating Rate FUnd - Direct Plan - Annual Bonus,58
138508,DHFL Pramerica Short Term Floating Rate Fund - Direct Plan - Bonus,58
138510,DHFL Pramerica Short Term Floating Rate Fund - Direct Plan - Daily Dividend,58
138509,DHFL Pramerica Short Term Floating Rate Fund - Direct Plan - Growth,58
138513,DHFL Pramerica Short Term Floating Rate Fund - Direct Plan - Weekly Dividend,58
138514,DHFL Pramerica Short Term Floating Rate Fund - Direct Plan-Monthly Dividend,58
138481,DHFL Pramerica Short Term Floating Rate Fund - Growth,58
138483,DHFL Pramerica Short Term Floating Rate Fund - Institiutional - Daily Dividend,58
138492,DHFL Pramerica Short Term Floating Rate Fund - Monthly Dividend,58
138517,DHFL Pramerica Short Term Floating Rate Fund - Quarterly Bonus,58
138499,DHFL Pramerica Short Term Floating Rate Fund - Quarterly Dividend,58
138491,DHFL Pramerica Short Term Floating Rate Fund - Weekly Dividend,58
138482,DHFL Pramerica Short Term Floating Rate Fund- Institiutional - Growth,58
138393,DHFL Pramerica Tax Plan - Bonus,58
138396,DHFL Pramerica Tax Plan - Direct Plan - Bonus,58
138395,DHFL Pramerica Tax Plan - Direct Plan - Dividend,58
138394,DHFL Pramerica Tax Plan - Direct Plan - Growth,58
138392,DHFL Pramerica Tax Plan-DIVIDEND,58
138391,DHFL Pramerica Tax Plan-GROWTH,58
138457,DHFL Pramerica Top Euroland Offshore Fund - Direct Plan - Dividend,58
138456,DHFL Pramerica Top Euroland Offshore Fund - Direct Plan - Growth,58
138454,DHFL Pramerica Top Euroland Offshore Fund - Dividend,58
138453,DHFL Pramerica Top Euroland Offshore Fund - Growth,58
138368,DHFL Pramerica Ultra Short Term Fund - Annual Bonus,58
138354,DHFL Pramerica Ultra Short Term Fund - Annual Dividend,58
138345,DHFL Pramerica Ultra Short Term Fund - Bonus,58
138342,DHFL Pramerica Ultra Short Term Fund - Daily Dividend,58
138367,DHFL Pramerica Ultra Short Term Fund - Direct Plan - Annual Bonus,58
138360,DHFL Pramerica Ultra Short Term Fund - Direct Plan - Annual Dividend,58
138363,DHFL Pramerica Ultra Short Term Fund - Direct Plan - Bonus,58
138361,DHFL Pramerica Ultra Short Term Fund - Direct Plan - Daily Dividend,58
138358,DHFL Pramerica Ultra Short Term Fund - Direct Plan - Growth,58
138366,DHFL Pramerica Ultra Short Term Fund - Direct Plan - Monthly Bonus,58
138359,DHFL Pramerica Ultra Short Term Fund - Direct Plan - Monthly Dividend,58
138364,DHFL Pramerica Ultra Short Term Fund - Direct Plan - Quarterly Dividend,58
138362,DHFL Pramerica Ultra Short Term Fund - Direct Plan - Weekly Dividend,58
138349,DHFL Pramerica Ultra Short Term Fund - Dividend,58
138343,DHFL Pramerica Ultra Short Term Fund - Growth,58
138365,DHFL Pramerica Ultra Short Term Fund - Monthly Bonus,58
138344,DHFL Pramerica Ultra Short Term Fund - Monthly Dividend,58
138353,DHFL Pramerica Ultra Short Term Fund - Quarterly Dividend,58
138346,DHFL Pramerica Ultra Short Term Fund - Regular Plan - Bonus,58
138338,DHFL Pramerica Ultra Short Term Fund - Regular Plan - Daily Dividend,58
138337,DHFL Pramerica Ultra Short Term Fund - Regular Plan - Growth,58
138340,DHFL Pramerica Ultra Short Term Fund - Regular Plan - Monthly Dividend,58
138339,DHFL Pramerica Ultra Short Term Fund - Regular Plan - Weekly Dividend,58
138341,DHFL Pramerica Ultra Short Term Fund - Weekly Dividend,58
119020,DSP BlackRock Balanced Fund - Direct Plan - Dividend,6
119019,DSP BlackRock Balanced Fund - Direct Plan - Growth,6
131086,DSP BlackRock Balanced Fund - Direct Plan - Quarterly Dividend,6
131087,DSP BlackRock Balanced Fund - Regular Plan - Quarterly Dividend,6
100081,DSP BlackRock Balanced Fund- Regular Plan - Growth,6
100082,DSP BlackRock Balanced Fund- Regular Plan -Dividend,6
124182,DSP BlackRock Banking & PSU Debt Fund - Direct Plan - Daily Dividend Reinvest,6
124178,DSP BlackRock Banking & PSU Debt Fund - Direct Plan - Dividend Payout & Reinvest,6
124175,DSP BlackRock Banking & PSU Debt Fund - Direct Plan - Growth,6
124176,DSP BlackRock Banking & PSU Debt Fund - Direct Plan - Monthly Dividend Payout & Reinvest,6
124177,DSP BlackRock Banking & PSU Debt Fund - Direct Plan - Quarterly Dividend Payout & Reinvest,6
124183,DSP BlackRock Banking & PSU Debt Fund - Direct Plan - Weekly Dividend Payout & Reinvest,6
124173,DSP BlackRock Banking & PSU Debt Fund - Regular Plan - Daily Dividend Reinvest,6
124174,DSP BlackRock Banking & PSU Debt Fund - Regular Plan - Dividend Payout & Reinvest,6
124172,DSP BlackRock Banking & PSU Debt Fund - Regular Plan - Growth,6
124180,DSP BlackRock Banking & PSU Debt Fund - Regular Plan - Monthly Dividend Payout & Reinvest,6
124181,DSP BlackRock Banking & PSU Debt Fund - Regular Plan - Quarterly Dividend Payout & Reinvest,6
124179,DSP BlackRock Banking & PSU Debt Fund - Regular Plan - Weekly Dividend Payout & Reinvest,6
118922,DSP BlackRock Bond Fund - Direct Plan - Dividend,6
118924,DSP BlackRock Bond Fund - Direct Plan - Growth,6
118921,DSP BlackRock Bond Fund - Direct Plan - Monthly Dividend,6
100077,DSP BlackRock Bond Fund - Dividend,6
100078,DSP BlackRock Bond Fund - Growth,6
100079,DSP BlackRock Bond Fund - Monthly Dividend,6
131304,DSP BlackRock Constant Maturity 10Y G-Sec Fund - Direct Plan - Dividend,6
131301,DSP BlackRock Constant Maturity 10Y G-Sec Fund - Direct Plan - Growth,6
131303,DSP BlackRock Constant Maturity 10Y G-Sec Fund - Direct Plan - Monthly Dividend,6
131302,DSP BlackRock Constant Maturity 10Y G-Sec Fund - Direct Plan - Quarterly Dividend,6
131298,DSP BlackRock Constant Maturity 10Y G-Sec Fund - Regular Plan - Dividend,6
131297,DSP BlackRock Constant Maturity 10Y G-Sec Fund - Regular Plan - Growth,6
131299,DSP BlackRock Constant Maturity 10Y G-Sec Fund - Regular Plan - Monthly Dividend,6
131300,DSP BlackRock Constant Maturity 10Y G-Sec Fund - Regular Plan - Quarterly Dividend,6
126393,DSP BlackRock Dynamic Asset Allocation Fund - Direct Plan - Growth,6
126391,DSP BlackRock Dynamic Asset Allocation Fund - Direct Plan - Monthly Dividend,6
126394,DSP BlackRock Dynamic Asset Allocation Fund - Regular Plan - Growth,6
126392,DSP BlackRock Dynamic Asset Allocation Fund - Regular Plan - Monthly Dividend,6
119077,DSP BlackRock Equity Fund - Direct Plan - Dividend,6
119076,DSP BlackRock Equity Fund - Direct Plan - Growth,6
100080,DSP BlackRock Equity Fund - Regular Plan - Dividend,6
105875,DSP BlackRock Equity Fund - Regular Plan - Growth,6
136568,DSP BlackRock Equity Savings Fund - Direct Plan - Dividend,6
136567,DSP BlackRock Equity Savings Fund - Direct Plan - Growth,6
136569,DSP BlackRock Equity Savings Fund - Direct Plan - Monthly Dividend,6
136570,DSP BlackRock Equity Savings Fund - Direct Plan - Quarterly Dividend,6
136566,DSP BlackRock Equity Savings Fund - Regular Plan -  Quarterly Dividend,6
136564,DSP BlackRock Equity Savings Fund - Regular Plan - Dividend,6
136563,DSP BlackRock Equity Savings Fund - Regular Plan - Growth,6
136565,DSP BlackRock Equity Savings Fund - Regular Plan - Monthly Dividend,6
119095,DSP BlackRock Focus 25 Fund - Direct Plan - Dividend,6
119096,DSP BlackRock Focus 25 Fund - Direct Plan - Growth,6
113032,DSP BlackRock Focus 25 Fund - Regular Plan - Dividend,6
112901,DSP BlackRock Focus 25 Fund - Regular Plan - Growth,6
130491,DSP BlackRock Global Allocation Fund - Direct Plan - Dividend,6
130493,DSP BlackRock Global Allocation Fund - Direct Plan - Growth,6
130490,DSP BlackRock Global Allocation Fund - Regular Plan - Dividend,6
130492,DSP BlackRock Global Allocation Fund - Regular Plan - Growth,6
119101,DSP BlackRock Government Securities Fund - Direct Plan - Dividend,6
119099,DSP BlackRock Government Securities Fund - Direct Plan - Growth,6
119100,DSP BlackRock Government Securities Fund - Direct Plan - Monthly Dividend,6
100085,DSP BlackRock Government Securities Fund - Regular Plan - Dividend,6
100084,DSP BlackRock Government Securities Fund - Regular Plan - Growth,6
100086,DSP BlackRock Government Securities Fund - Regular Plan - Monthly Dividend,6
119087,DSP BlackRock Income Opportunities Fund - Direct Plan - Daily Dividend,6
119083,DSP BlackRock Income Opportunities Fund - Direct Plan - Dividend,6
119082,DSP BlackRock Income Opportunities Fund - Direct Plan - Growth,6
119084,DSP BlackRock Income Opportunities Fund - Direct Plan - Monthly Dividend,6
119085,DSP BlackRock Income Opportunities Fund - Direct Plan - Quarterly Dividend,6
119086,DSP BlackRock Income Opportunities Fund - Direct Plan - Weekly Dividend,6
103275,DSP BlackRock Income Opportunities Fund - Institutional Plan-Daily Dividend Reinvest,6
103277,DSP BlackRock Income Opportunities Fund - Institutional Plan-Growth,6
117061,DSP BlackRock Income Opportunities Fund - Regular Plan - Monthly Dividend,6
117062,DSP BlackRock Income Opportunities Fund - Regular Plan - Quarterly Dividend,6
101840,DSP BlackRock Income Opportunities Fund - Regular Plan -Daily Dividend,6
101839,DSP BlackRock Income Opportunities Fund - Regular Plan -Dividend,6
101837,DSP BlackRock Income Opportunities Fund - Regular Plan -Growth,6
101838,DSP BlackRock Income Opportunities Fund - Regular Plan -Weekly Dividend,6
119248,DSP BlackRock India T.I.G.E.R. Fund - Direct Plan - Dividend,6
119247,DSP BlackRock India T.I.G.E.R. Fund - Direct Plan - Growth,6
102434,DSP BlackRock India T.I.G.E.R. Fund - Regular Plan -  Growth,6
102435,DSP BlackRock India T.I.G.E.R. Fund - Regular Plan - Dividend,6
119124,DSP BlackRock Liquidity Fund - Direct Plan - Daily Dividend,6
119125,DSP BlackRock Liquidity Fund - Direct Plan - Growth,6
119123,DSP BlackRock Liquidity Fund - Direct Plan - Weekly Dividend,6
100943,DSP BlackRock Liquidity Fund - Regular Plan - Daily Dividend,6
100940,DSP BlackRock Liquidity Fund - Regular Plan - Growth,6
100941,DSP BlackRock Liquidity Fund - Regular Plan Weekly Dividend,6
103349,DSP BlackRock Liquidity Fund- Institutional Plan-Daily Dividend,6
103347,DSP BlackRock Liquidity Fund- Institutional Plan-Growth,6
103348,DSP BlackRock Liquidity Fund- Institutional Plan-Weekly Dividend,6
119213,DSP BlackRock Micro Cap Fund - Direct Plan - Dividend,6
119212,DSP BlackRock Micro Cap Fund - Direct Plan - Growth,6
113153,DSP BlackRock Micro Cap Fund - Regular - Dividend,6
105989,DSP BlackRock Micro Cap Fund - Regular - Growth,6
118994,DSP BlackRock MIP Fund - Direct Plan - Growth,6
118992,DSP BlackRock MIP Fund - Direct Plan - Monthly Dividend,6
118993,DSP BlackRock MIP Fund - Direct Plan - Quarterly Dividend,6
102450,DSP BlackRock MIP Fund - Regular Plan - Monthly Dividend,6
102451,DSP BlackRock MIP Fund - Regular Plan - Quarterly Dividend,6
102448,DSP BlackRock MIP Fund- Regular Plan - Growth,6
119203,DSP BlackRock Money Manager Fund - Direct Plan - Daily Dividend,6
119206,DSP BlackRock Money Manager Fund - Direct Plan - Dividend,6
119205,DSP BlackRock Money Manager Fund - Direct Plan - Growth,6
119204,DSP BlackRock Money Manager Fund - Direct Plan - Monthly Dividend,6
119207,DSP BlackRock Money Manager Fund - Direct Plan - Weekly Dividend,6
104143,DSP BlackRock Money Manager Fund - Institutional Plan - Daily Dividend Reinvest,6
104142,DSP BlackRock Money Manager Fund - Institutional Plan - Growth,6
104140,DSP BlackRock Money Manager Fund - Regular Plan - Daily Dividend Reinvest,6
104138,DSP BlackRock Money Manager Fund - Regular Plan - Growth,6
117063,DSP BlackRock Money Manager Fund - Regular Plan - Monthly Dividend,6
104139,DSP BlackRock Money Manager Fund - Regular Plan - Weekly Dividend Reinvest,6
117995,DSP BlackRock Money Manager Fund - Regular Plan -Dividend Payout,6
119029,DSP BlackRock Natural Resources and New Energy Fund - Direct Plan - Dividend,6
119028,DSP BlackRock Natural Resources and New Energy Fund - Direct Plan - Growth,6
108202,DSP BlackRock Natural Resources And New Energy Fund - Regular - Growth,6
108203,DSP BlackRock Natural Resources And New Energy Fund - Regular Plan - Dividend,6
119219,DSP BlackRock Opportunities Fund - Direct Plan - Dividend,6
119218,DSP BlackRock Opportunities Fund - Direct Plan - Growth,6
103820,DSP BlackRock Opportunities Fund-Regular Plan - Dividend,6
103819,DSP BlackRock Opportunities Fund-Regular Plan - Growth,6
119222,DSP BlackRock Short Term Fund - Direct Plan - Dividend,6
119226,DSP BlackRock Short Term Fund - Direct Plan - Growth,6
119224,DSP BlackRock Short Term Fund - Direct Plan - Monthly Dividend,6
119223,DSP BlackRock Short Term Fund - Direct Plan - Weekly Dividend,6
101303,DSP BlackRock Short Term Fund- Regular Plan - Regular Plan -Weekly Dividend,6
101304,DSP BlackRock Short Term Fund- Regular Plan -Growth,6
101306,DSP BlackRock Short Term Fund-Monthly Dividend,6
101305,DSP BlackRock Short Term Fund-Regular Plan - Dividend,6
119070,DSP BlackRock Small and Mid Cap Fund - Direct Plan - Dividend,6
119071,DSP BlackRock Small and Mid Cap Fund - Direct Plan - Growth,6
104482,DSP BlackRock Small and Mid Cap Fund - Regular Plan - Dividend,6
104481,DSP BlackRock Small and Mid Cap Fund - Regular Plan - Growth,6
119240,DSP BlackRock Strategic Bond Fund - Direct Plan - Daily Dividend,6
119238,DSP BlackRock Strategic Bond Fund - Direct Plan - Dividend,6
119239,DSP BlackRock Strategic Bond Fund - Direct Plan - Growth,6
119236,DSP BlackRock Strategic Bond Fund - Direct Plan - Monthly Dividend,6
119237,DSP BlackRock Strategic Bond Fund - Direct Plan - Weekly Dividend,6
111786,DSP BlackRock Strategic Bond Fund - Institutional Plan - Daily Dividend,6
105668,DSP BlackRock Strategic Bond Fund - Institutional Plan - Dividend,6
105669,DSP BlackRock Strategic Bond Fund - Institutional Plan - Growth,6
105667,DSP BlackRock Strategic Bond Fund - Institutional Plan - Monthly Dividend,6
105878,DSP BlackRock Strategic Bond Fund - Institutional Plan - Weekly Dividend,6
111785,DSP BlackRock Strategic Bond Fund - Regular Plan - Daily Dividend,6
105665,DSP BlackRock Strategic Bond Fund - Regular Plan - Dividend,6
105666,DSP BlackRock Strategic Bond Fund - Regular Plan - Growth,6
105664,DSP BlackRock Strategic Bond Fund - Regular Plan - Monthly Dividend,6
105877,DSP BlackRock Strategic Bond Fund - Regular Plan - Weekly Dividend,6
119241,DSP BlackRock Tax Saver Fund - Direct Plan - Dividend,6
119242,DSP BlackRock Tax Saver Fund - Direct Plan - Growth,6
104773,DSP BlackRock Tax Saver Fund - Regular Plan - Dividend,6
104772,DSP BlackRock Tax Saver Fund - Regular Plan - Growth,6
107354,DSP BlackRock Technology.com   Fund - Regular Plan - Dividend,6
100090,DSP BlackRock Technology.com   Fund - Regular Plan - Growth,6
119246,DSP BlackRock Technology.com Fund - Direct Plan - Dividend,6
119245,DSP BlackRock Technology.com Fund - Direct Plan - Growth,6
119249,DSP BlackRock Top 100 Equity Fund - Direct Plan - Dividend,6
119250,DSP BlackRock Top 100 Equity Fund - Direct Plan - Growth,6
105871,DSP BlackRock Top 100 Equity Fund - Institutional  Plan - Dividend,6
101636,DSP BlackRock Top 100 Equity Fund - Regular Plan -  Dividend,6
101635,DSP BlackRock Top 100 Equity Fund - Regular Plan - Growth,6
123288,DSP BlackRock Treasury Bill Fund - Direct Plan - Daily Dividend,6
119108,DSP BlackRock Treasury Bill Fund - Direct Plan - Dividend,6
119106,DSP BlackRock Treasury Bill Fund - Direct Plan - Growth,6
119107,DSP BlackRock Treasury Bill Fund - Direct Plan - Monthly Dividend,6
123287,DSP BlackRock Treasury Bill Fund - Regular Plan - Daily Dividend,6
100088,DSP BlackRock Treasury Bill Fund - Regular Plan - Dividend,6
100087,DSP BlackRock Treasury Bill Fund - Regular Plan - Growth,6
100089,DSP BlackRock Treasury Bill Fund - Regular Plan - Monthly Dividend,6
139306,DSP BlackRock Treasury Bill Fund - Unclaimed Dividend - Beyond 3 years,6
139305,DSP BlackRock Treasury Bill Fund - Unclaimed Dividend - Upto 3 years,6
139304,DSP BlackRock Treasury Bill Fund - Unclaimed Redemption - Beyond 3 years,6
139303,DSP BlackRock Treasury Bill Fund - Unclaimed Redemption - Upto 3 years,6
133922,DSP BlackRock Ultra Short Term Fund - Direct Plan - Daily Dividend,6
133925,DSP BlackRock Ultra Short Term Fund - Direct Plan - Growth,6
133928,DSP BlackRock Ultra Short Term Fund - Direct Plan - Monthly Dividend,6
133924,DSP BlackRock Ultra Short Term Fund - Direct Plan - Quarterly Dividend,6
133923,DSP BlackRock Ultra Short Term Fund - Direct Plan - Weekly Dividend,6
133919,DSP BlackRock Ultra Short Term Fund - Regular Plan - Daily Dividend,6
133926,DSP BlackRock Ultra Short Term Fund - Regular Plan - Growth,6
133920,DSP BlackRock Ultra Short Term Fund - Regular Plan - Monthly Dividend,6
133921,DSP BlackRock Ultra Short Term Fund - Regular Plan - Quarterly Dividend,6
133927,DSP BlackRock Ultra Short Term Fund - Regular Plan - Weekly Dividend,6
119253,DSP BlackRock US Flexible Equity Fund - Direct Plan - Dividend,6
119252,DSP BlackRock US Flexible Equity Fund - Direct Plan - Growth,6
117692,DSP BlackRock US Flexible Equity Fund - Regular Plan - Dividend  Option,6
117691,DSP BlackRock US Flexible Equity Fund - Regular Plan - Growth Option,6
119272,DSP BlackRock World Agriculture Fund - Direct Plan - Dividend,6
119271,DSP BlackRock World Agriculture Fund - Direct Plan - Growth,6
115881,DSP BlackRock World Agriculture Fund - Regular Plan - Dividend,6
115882,DSP BlackRock World Agriculture Fund - Regular Plan - Growth,6
119276,DSP BlackRock World Energy Fund - Direct Plan - Dividend,6
119275,DSP BlackRock World Energy Fund - Direct Plan - Growth,6
112127,DSP BlackRock World Energy Fund - Regular Plan - Dividend,6
112126,DSP BlackRock World Energy Fund - Regular Plan - Growth,6
119278,DSP BlackRock World Gold Fund - Direct Plan - Dividend,6
119277,DSP BlackRock World Gold Fund - Direct Plan - Growth,6
106596,DSP BlackRock World Gold Fund - Regular Plan - Dividend,6
106597,DSP BlackRock World Gold Fund - Regular Plan - Growth,6
119280,DSP BlackRock World Mining Fund - Direct Plan - Dividend,6
119279,DSP BlackRock World Mining Fund - Direct Plan - Growth,6
112347,DSP BlackRock World Mining Fund - Regular Plan - Dividend,6
112293,DSP BlackRock World Mining Fund - Regular Plan - Growth,6
140197,Edelweiss  Liquid Fund - Direct Plan - Monthly Dividend Option,47
130209,Edelweiss Arbitrage Fund- Direct Plan- Dividend Option,47
130206,Edelweiss Arbitrage Fund- Direct Plan- Growth Option,47
130208,Edelweiss Arbitrage Fund- Regular Plan -Bonus Option,47
130207,Edelweiss Arbitrage Fund- Regular Plan- Dividend Option,47
130205,Edelweiss Arbitrage Fund- Regular Plan- Growth Option,47
140256,Edelweiss ASEAN Equity Off-shore Fund - Direct Plan - Growth Option,47
140255,Edelweiss ASEAN Equity Off-shore Fund - Regular Plan - Growth Option,47
140361,Edelweiss Balanced Advantage Fund - Direct Plan - Dividend Option,47
140357,Edelweiss Balanced Advantage Fund - Direct Plan - Growth Option,47
140360,Edelweiss Balanced Advantage Fund - Regular Plan - Bonus Option,47
140362,Edelweiss Balanced Advantage Fund - Regular Plan - Dividend Option,47
140359,Edelweiss Balanced Advantage Fund - Regular Plan - Growth Option,47
140286,Edelweiss Banking and PSU Debt Fund - Direct Plan - Growth Option,47
140293,Edelweiss Banking and PSU Debt Fund - Direct Plan - Monthly Dividend Option,47
140290,Edelweiss Banking and PSU Debt Fund - Direct Plan - Weekly Dividend Option,47
140284,Edelweiss Banking and PSU Debt Fund - Regular Plan - Dividend Option,47
140283,Edelweiss Banking and PSU Debt Fund - Regular Plan - Growth Option,47
140292,Edelweiss Banking and PSU Debt Fund - Regular Plan - Monthly Dividend Option,47
140289,Edelweiss Banking and PSU Debt Fund - Regular Plan - Weekly Dividend Option,47
140235,Edelweiss Bond Fund - Direct Plan - Dividend Option,47
